epoch,loss,val_loss
0,0.18128076195716858,0.16709469258785248
1,0.16665826737880707,0.17046381533145905
2,0.1710929423570633,0.23099511861801147
3,0.1723034530878067,0.16103588044643402
4,0.16080166399478912,0.17528600990772247
5,0.15337438881397247,0.1627769023180008
6,0.15614855289459229,0.1603783667087555
